1	211	1.37041
1	650	1.68867
1	704	1.96519
1	794	2.45983
1	825	2.5786
2	48	2.51597
2	90	2.51581
2	145	2.51568
2	168	2.51568
2	543	2.7
3	603	0.510051
3	615	0.823143
3	919	2.70876
3	934	2.97766
3	950	3.04276
4	51	2.51597
4	80	2.51581
4	100	2.51568
4	191	2.51568
4	744	4.15692
5	775	1.92002
5	797	2.39817
5	815	2.5982
5	900	3.14681
5	968	4.98487
6	88	2.51597
6	110	2.51581
6	130	2.51568
6	137	2.51568
6	924	1.54074
7	17	1.52602
7	180	1.65327
7	218	1.99173
7	345	2.33904
7	453	2.55275
8	849	1.64238
8	865	1.6828
8	916	1.84861
8	947	2.38035
8	954	2.50819
9	137	1.11803
9	905	1.37855
9	921	2.16344
9	988	3.34993
9	989	3.17028
10	866	0.842562
10	931	1.82656
10	958	2.26905
10	964	2.33508
10	981	2.78879
11	226	1.49157
11	393	1.98967
11	457	2.14578
11	472	2.27219
11	492	2.16312
12	47	1.41385
12	59	2.12014
12	104	2.12014
12	256	2.20472
12	347	2.20474
13	290	1.59979
13	312	1.59976
13	417	2.28789
13	444	2.28783
13	459	2.28781
14	362	1.93751
14	374	1.73933
14	451	1.82198
14	476	2.00094
14	544	2.56317
15	377	1.40717
15	511	1.93524
15	535	2.12073
15	536	2.51973
15	549	2.07952
16	92	1.62103
16	425	2.12893
16	431	1.79377
16	559	2.19576
16	591	2.32325
17	7	1.52602
17	218	1.81142
17	238	1.55772
17	315	2.79403
17	453	2.37244
18	382	1.66094
18	418	1.72014
18	441	1.72014
18	570	2.4808
18	601	2.4808
19	117	0.692808
19	684	1.99813
19	702	2.21995
19	727	2.29946
19	876	2.85272
20	990	1.78139
20	991	2.10803
20	992	2.04038
20	994	2.03847
20	996	2.2121
21	404	0.124062
21	619	0.23765
21	962	3.18475
21	972	3.25859
21	973	3.25857
22	405	0.477904
22	776	2.08091
22	812	2.6092
22	891	3.23577
22	995	4.88828
23	388	0.473842
23	768	0.945736
23	917	2.99195
23	918	3.31779
23	936	3.27982
24	158	1.67762
24	271	2.09384
24	297	2.08415
24	302	1.71636
24	537	2.49024
25	787	1.32777
25	832	1.52218
25	862	1.73073
25	938	2.66414
25	946	2.81772
26	135	1.81467
26	329	3.16177
26	391	2.54267
26	456	2.54267
26	949	4.79246
27	335	1.77892
27	475	2.76132
27	483	2.76128
27	528	2.76125
27	818	1.11987
28	88	1.11803
28	295	0.990374
28	775	2.29506
28	870	3.25613
28	900	3.52184
29	268	0.890313
29	667	2.02919
29	677	2.48735
29	740	2.32792
29	753	2.32794
30	723	0.987551
30	824	2.179
30	834	1.83094
30	864	2.16705
30	957	2.89836
31	717	1.29963
31	815	2.64388
31	870	2.92679
31	900	3.19249
31	926	0.990376
32	892	0.497248
32	955	1.47847
32	982	2.51278
32	993	2.73455
32	998	2.84366
33	587	0.485842
33	781	1.2553
33	901	2.3053
33	924	3.02143
33	943	2.9944
34	525	0.951894
34	771	2.29095
34	802	2.2975
34	827	2.26103
34	833	2.26104
35	880	0.266819
35	944	1.59381
35	982	2.5512
35	993	2.77297
35	998	2.88208
36	438	0.145386
36	812	1.29239
36	942	2.60892
36	949	2.44395
36	995	3.57146
37	686	0.0508034
37	913	2.12292
37	942	2.36391
37	949	2.19895
37	995	3.32646
38	616	0.0188724
38	669	0.26605
38	945	2.90396
38	960	3.27668
38	984	3.59616
39	379	1.89861
39	493	1.63609
39	543	2.128
39	573	2.03154
39	697	2.3689
40	684	1.5514
40	727	1.85274
40	813	2.03498
40	817	2.14783
40	872	2.47566
41	62	1.369
41	83	1.82499
41	242	2.27187
41	277	2.27187
41	408	2.32521
42	303	2.20281
42	313	2.20281
42	432	2.52068
42	534	3.13673
42	843	2.53774
43	422	1.46076
43	539	1.90781
43	804	3.3839
43	825	3.3104
43	932	1.57231
44	506	0.828403
44	763	1.95507
44	794	2.32246
44	804	2.51474
44	825	2.44123
45	880	0.266819
45	944	1.59381
45	982	2.5512
45	993	2.77297
45	998	2.88208
46	57	1.67715
46	77	1.67714
46	177	2.51561
46	209	1.67707
46	213	2.51556
47	12	1.41385
47	59	2.12016
47	104	2.12016
47	256	2.20474
47	347	2.20476
48	2	2.51597
48	90	2.51582
48	145	2.51569
48	168	2.51569
48	974	1.57466
49	336	2.18782
49	350	2.30163
49	396	2.47863
49	498	3.0947
49	786	4.68722
50	979	1.79706
50	990	1.848
50	991	2.17464
50	992	2.10699
50	1000	2.24806
51	4	2.51597
51	80	2.51582
51	100	2.51569
51	191	2.51569
51	805	0.927427
52	768	0.680126
52	958	2.93204
52	964	2.99807
52	975	0.545855
52	981	3.45178
53	908	0.665147
53	971	2.1545
53	974	2.10867
53	983	2.61403
53	985	2.61303
54	101	1.18238
54	815	2.10655
54	839	1.72988
54	870	2.38945
54	900	2.65516
55	283	1.75529
55	364	1.34233
55	425	2.23506
55	559	2.30188
55	591	2.42938
56	245	2.18088
56	366	1.84652
56	531	2.84321
56	611	3.19158
56	998	2.58317
57	46	1.67715
57	77	1.67718
57	177	2.51565
57	209	1.67712
57	213	2.51561
58	149	2.46129
58	220	2.04191
58	410	2.73005
58	425	1.85203
58	522	2.82985
59	12	2.12014
59	47	2.12016
59	256	2.91103
59	347	2.91106
59	948	5.15946
60	249	0.125765
60	694	1.4409
60	898	2.96233
60	904	2.52539
60	926	3.00781
61	192	0.235969
61	489	2.26274
61	599	0.382283
61	993	4.6637
61	998	4.77281
62	41	1.369
62	63	1.82487
62	242	2.27171
62	277	2.27171
62	408	2.32505
63	62	1.82487
63	242	2.72774
63	277	2.72774
63	408	2.78108
63	672	3.16228
64	158	2.30973
64	176	2.46305
64	230	2.2727
64	525	2.26274
64	530	3.01701
65	357	1.93606
65	494	2.28791
65	576	2.85007
65	611	2.98846
65	658	3.16228
66	623	2.25423
66	700	2.43312
66	713	2.43312
66	743	2.94175
66	948	5.15946
67	614	1.7483
67	665	3.16228
67	772	2.28911
67	869	2.81686
67	883	3.20853
68	290	1.59979
68	312	1.59976
68	417	2.28789
68	444	2.28783
68	459	2.28781
69	138	1.67699
69	142	2.51553
69	147	1.67702
69	200	1.67698
69	206	2.51548
70	627	3.16228
70	953	2.25799
